id,title,type,genres,averageRating,numVotes,releaseYear
tt7838252,"K.G.F: Chapter 1",movie,"Action, Crime, Drama",8.2,101192,2018
tt0367110,Swades,movie,"Drama, Musical",8.2,99929,2004
tt4430212,Drishyam,movie,"Crime, Drama, Mystery",8.2,98048,2015
tt0106004,Frasier,tvSeries,Comedy,8.2,97518,1993
tt1561755,"Bob's Burgers",tvSeries,"Animation, Comedy",8.2,94963,2011
tt0840196,Skins,tvSeries,Drama,8.2,94895,2007
tt0476735,"My Father and My Son",movie,"Drama, Family",8.2,94624,2005
tt5875444,"Slow Horses",tvSeries,"Drama, Thriller",8.2,89178,2022
tt1562872,"Zindagi Na Milegi Dobara",movie,"Comedy, Drama, Musical",8.2,88065,2011
tt5626028,"My Hero Academia",tvSeries,"Action, Adventure, Animation",8.2,85251,2016
tt0118849,"Children of Heaven",movie,"Drama, Family, Sport",8.2,82700,1997
tt5516154,Godless,tvMiniSeries,"Action, Drama, Western",8.2,81602,2017
tt1645089,"Inside Job",movie,"Crime, Documentary",8.2,80102,2010
tt11032374,"Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train",movie,"Action, Adventure, Animation",8.2,78121,2020
tt4635276,"Master of None",tvSeries,"Comedy, Drama",8.2,76902,2015
tt0434665,Bleach,tvSeries,"Action, Adventure, Animation",8.2,74330,2004
tt0242519,"Hera Pheri",movie,"Action, Comedy, Crime",8.2,74062,2000
tt8291224,"Uri: The Surgical Strike",movie,"Action, Drama, History",8.2,74006,2019
tt2125608,"Searching for Sugar Man",movie,"Biography, Documentary, Music",8.2,73748,2012
tt2356180,"Bhaag Milkha Bhaag",movie,"Biography, Drama, Sport",8.2,73346,2013
tt0866442,"Eastbound & Down",tvSeries,"Comedy, Drama, Sport",8.2,65352,2009
tt8239946,Tumbbad,movie,"Drama, Fantasy, Horror",8.2,64864,2018
tt3487382,Forever,tvSeries,"Crime, Drama, Fantasy",8.2,63376,2014
tt0015324,"Sherlock Jr.",movie,"Action, Comedy, Romance",8.2,58863,1924
tt4047038,"Dirk Gently's Holistic Detective Agency",tvSeries,"Action, Adventure, Comedy",8.2,58639,2016
tt3609352,"Grace and Frankie",tvSeries,Comedy,8.2,58278,2015
tt10431500,"Miracle in Cell No. 7",movie,Drama,8.2,57257,2019
tt11712058,"Mayor of Kingstown",tvSeries,"Crime, Drama, Thriller",8.2,55757,2021
tt1480684,"The League",tvSeries,"Comedy, Sport",8.2,52665,2009
tt6148156,"Vikram Vedha",movie,"Action, Crime, Drama",8.2,51663,2017
tt8788458,"The Promised Neverland",tvSeries,"Action, Adventure, Animation",8.2,49606,2019
tt6317068,"Final Space",tvSeries,"Action, Adventure, Animation",8.2,49121,2018
tt0088526,"The Golden Girls",tvSeries,"Comedy, Drama",8.2,48729,1985
tt22074164,"Jury Duty",tvSeries,Comedy,8.2,48435,2023
tt15501640,"Drishyam 2",movie,"Crime, Drama, Mystery",8.2,46660,2022
tt11815682,Hacks,tvSeries,"Comedy, Drama",8.2,46012,2021
tt14664414,"Young Royals",tvSeries,"Drama, Romance",8.2,45877,2021
tt5574490,"Animal Kingdom",tvSeries,"Crime, Drama",8.2,44883,2016
tt7255502,"The Kominsky Method",tvSeries,"Comedy, Drama",8.2,44843,2018
tt20256528,"What Is a Woman?",movie,Documentary,8.2,44708,2022
tt6316138,"Ayla: The Daughter of War",movie,"Biography, Drama, History",8.2,44680,2017
tt13911628,"Lessons in Chemistry",tvMiniSeries,Drama,8.2,43048,2023
tt0085809,Koyaanisqatsi,movie,"Documentary, Music",8.2,42429,1982
tt2375605,"The Act of Killing",movie,"Biography, Crime, Documentary",8.2,41460,2012
tt0048473,"Pather Panchali",movie,Drama,8.2,39296,1955
tt7905466,"They Shall Not Grow Old",movie,"Documentary, History, War",8.2,39016,2018
tt1620933,"Paan Singh Tomar",movie,"Action, Biography, Crime",8.2,38370,2012
tt4573394,"Endless Corridor",movie,"Documentary, History",8.2,38299,2014
tt14218830,"Abbott Elementary",tvSeries,Comedy,8.2,38141,2021
tt5895028,13th,movie,"Crime, Documentary, History",8.2,38068,2016
tt7441658,"Black Clover",tvSeries,"Action, Adventure, Animation",8.2,37967,2017
tt20723374,"Star Wars: Tales of the Jedi",tvMiniSeries,"Action, Adventure, Animation",8.2,37716,2022
tt1073507,"Party Down",tvSeries,"Comedy, Drama",8.2,37673,2009
tt0096684,"Quantum Leap",tvSeries,"Action, Adventure, Drama",8.2,37159,1989
tt0071411,"Dersu Uzala",movie,"Adventure, Biography, Drama",8.2,34195,1975
tt5137338,Victoria,tvSeries,"Biography, Drama, History",8.2,31633,2016
tt3877200,"The Missing",tvSeries,"Crime, Drama, Mystery",8.2,30879,2014
tt5929776,"The First Born",movie,"Documentary, News",8.2,29096,2016
tt0045274,"Umberto D.",movie,Drama,8.2,28785,1952
tt13138834,Time,tvSeries,"Crime, Drama",8.2,28471,2021
tt7392212,Rangasthalam,movie,"Action, Drama",8.2,28361,2018
tt0495212,"Hellsing Ultimate",tvMiniSeries,"Action, Animation, Fantasy",8.2,27807,2006
tt1235547,"Better Off Ted",tvSeries,"Comedy, Sci-Fi",8.2,27605,2009
tt11639414,"The Midnight Gospel",tvSeries,"Adventure, Animation, Comedy",8.2,26612,2020
tt8531222,Dave,tvSeries,"Comedy, Music",8.2,26351,2020
tt4983780,Maanaadu,movie,"Action, Adventure, Sci-Fi",8.2,25824,2021
tt0049902,"A Man Escaped",movie,"Drama, Thriller, War",8.2,25742,1956
tt0466460,"Khosla Ka Ghosla!",movie,"Comedy, Crime, Drama",8.2,25369,2006
tt5912064,"Kim's Convenience",tvSeries,Comedy,8.2,25261,2016
tt1637574,Conan,tvSeries,"Comedy, Music, Talk-Show",8.2,25147,2010
tt0251439,Trigun,tvSeries,"Action, Adventure, Animation",8.2,24762,1998
tt8101850,Undone,tvSeries,"Animation, Drama, Fantasy",8.2,24301,2019
tt4374208,Catastrophe,tvSeries,Comedy,8.2,24205,2015
tt0100234,Close-Up,movie,"Biography, Crime, Drama",8.2,23942,1990
tt4592410,"The Get Down",tvSeries,"Drama, Music, Musical",8.2,23915,2016
tt0379632,Hustle,tvSeries,"Crime, Drama, Mystery",8.2,23741,2004
tt4925000,"Descendants of the Sun",tvSeries,"Action, Comedy, Drama",8.2,23525,2016
tt0908454,"Gavin & Stacey",tvSeries,"Comedy, Drama, Romance",8.2,23395,2007
tt1844923,"Friday Night Dinner",tvSeries,Comedy,8.2,23094,2011
tt11398870,Caliphate,tvSeries,"Crime, Drama, Thriller",8.2,22867,2020
tt26458038,"Manjummel Boys",movie,"Adventure, Drama, Thriller",8.2,22524,2024
tt0042804,"The Young and the Damned",movie,"Crime, Drama",8.2,22403,1950
tt9458304,Dororo,tvSeries,"Action, Adventure, Animation",8.2,22199,2019
tt0054248,"Rocco and His Brothers",movie,"Crime, Drama, Sport",8.2,22079,1960
tt2581458,Looking,tvSeries,"Comedy, Drama, Romance",8.2,22048,2014
tt6466208,Breathe,tvSeries,"Crime, Drama, Thriller",8.2,21973,2018
tt0105929,"Absolutely Fabulous",tvSeries,Comedy,8.2,21923,1992
tt1693592,Vera,tvSeries,"Crime, Drama, Mystery",8.2,21095,2011
tt11239552,"Itaewon Class",tvSeries,"Drama, Romance",8.2,20950,2020
tt0108906,"The Kingdom",tvSeries,"Comedy, Drama, Fantasy",8.2,20647,1994
tt0207275,"The 10th Kingdom",tvMiniSeries,"Adventure, Comedy, Family",8.2,20642,2000
tt12197698,"Leverage: Redemption",tvSeries,"Crime, Mystery, Thriller",8.2,20591,2021
tt5673782,Genius,tvSeries,"Biography, Drama, History",8.2,20364,2017
tt8392006,Apharan,tvSeries,"Action, Crime, Thriller",8.2,20167,2018
tt0041154,"Late Spring",movie,"Comedy, Drama",8.2,19846,1949
tt0106052,"Late Night with Conan O'Brien",tvSeries,"Comedy, Music, Talk-Show",8.2,19178,1993
tt6263222,"Strong Girl Bong-soon",tvSeries,"Comedy, Crime, Drama",8.2,18924,2017
tt1660055,"Scooby-Doo! Mystery Incorporated",tvSeries,"Adventure, Animation, Comedy",8.2,18885,2010
tt0070233,"Ivan Vasilyevich Changes His Profession",movie,"Adventure, Comedy, Sci-Fi",8.2,18882,1973
tt4687882,Patriot,tvSeries,"Comedy, Drama, Thriller",8.2,18810,2015
tt0117293,"Paradise Lost: The Child Murders at Robin Hood Hills",movie,"Crime, Documentary",8.2,18495,1996
tt0100332,"Paris Is Burning",movie,Documentary,8.2,18429,1990
tt7019942,"Super Deluxe",movie,"Comedy, Crime, Drama",8.2,18182,2019
tt1091909,"Murdoch Mysteries",tvSeries,"Crime, Drama, Mystery",8.2,18157,2008
tt1988386,"Miss Fisher's Murder Mysteries",tvSeries,"Crime, Drama, History",8.2,18109,2012
tt25433734,"Hi Nanna",movie,"Drama, Family, Romance",8.2,18038,2023
tt5460658,"Life and a Day",movie,Drama,8.2,17997,2016
tt2181831,Shahid,movie,"Biography, Drama",8.2,17949,2012
tt0048452,Ordet,movie,Drama,8.2,17793,1955
tt0081059,"Lion of the Desert",movie,"Biography, Drama, History",8.2,17756,1980
tt0422320,Ghilli,movie,"Action, Drama, Romance",8.2,17723,2004
tt0050371,"A Face in the Crowd",movie,"Drama, Music",8.2,17619,1957
tt1533435,Miranda,tvSeries,Comedy,8.2,17509,2009
tt0983983,"Shaun the Sheep",tvSeries,"Animation, Comedy, Family",8.2,17503,2007
tt7060460,"Theeran Adhigaram Ondru",movie,"Action, Crime, Thriller",8.2,17461,2017
tt6380520,"Dhuruvangal Pathinaaru",movie,"Crime, Drama, Mystery",8.2,17237,2016
tt2218988,"Ustad Hotel",movie,"Comedy, Drama",8.2,17070,2012
tt0387736,"Farscape: The Peacekeeper Wars",tvMiniSeries,"Action, Adventure, Drama",8.2,17035,2004
tt3469052,"My Love from Another Star",tvSeries,"Comedy, Drama, Fantasy",8.2,16984,2013
tt0083505,"The Young Ones",tvSeries,Comedy,8.2,16788,1982
tt0103352,"Are You Afraid of the Dark?",tvSeries,"Drama, Fantasy, Horror",8.2,16576,1990
tt0048956,Aparajito,movie,Drama,8.2,16396,1956
tt7211618,"Gentleman Jack",tvSeries,"Biography, Drama, History",8.2,16356,2019
tt0874608,"Inspector Lewis",tvSeries,"Crime, Drama, Mystery",8.2,16279,2006
tt15222080,"Blue Lock",tvSeries,"Animation, Sport, Thriller",8.2,15892,2022
tt0471571,Athadu,movie,"Action, Crime, Drama",8.2,15326,2005
tt14466018,"Blue Lights",tvSeries,"Crime, Drama, Thriller",8.2,15303,2023
tt1118804,Clannad,tvSeries,"Animation, Comedy, Drama",8.2,15280,2007
tt2051178,Fate/Zero,tvSeries,"Action, Adventure, Animation",8.2,15231,2011
tt5014882,"The Durrells",tvSeries,"Biography, Comedy, Drama",8.2,14983,2016
tt27668559,"Queen of Tears",tvSeries,"Drama, Family, Romance",8.2,14948,2024
tt0092379,"Inspector Morse",tvSeries,"Crime, Drama, Mystery",8.2,14791,1987
tt0023042,"I Am a Fugitive from a Chain Gang",movie,"Crime, Drama, Film-Noir",8.2,14746,1932
tt1180583,"Vaaranam Aayiram",movie,"Action, Drama, Musical",8.2,14663,2008
tt6494622,"Made in Heaven",tvSeries,"Drama, Romance",8.2,14628,2019
tt9612102,Exit,tvSeries,"Crime, Drama, Thriller",8.2,14494,2019
tt9500372,"Pocket Hercules: Naim Süleymanoglu",movie,"Biography, Drama, History",8.2,14389,2019
tt0058805,"Get Smart",tvSeries,"Action, Adventure, Comedy",8.2,14152,1965
tt3569782,Jigarthanda,movie,"Comedy, Crime, Drama",8.2,13871,2014
tt1708446,"Taarak Mehta Ka Ooltah Chashmah",tvSeries,"Comedy, Family",8.2,13571,2008
tt9124428,Champion,movie,"Biography, Drama, Romance",8.2,13448,2018
tt0101985,"A Brighter Summer Day",movie,"Crime, Drama, Romance",8.2,13354,1991
tt0098830,"In Living Color",tvSeries,"Comedy, Music",8.2,13183,1990
tt15384586,"Fellow Travelers",tvMiniSeries,"Drama, Romance",8.2,13002,2023
tt0056512,"The Easy Life",movie,"Comedy, Drama",8.2,12991,1962
tt0111341,Satantango,movie,Drama,8.2,12905,1994
tt1334722,Baccano!,tvSeries,"Action, Adventure, Animation",8.2,12900,2007
tt10691770,"Helluva Boss",tvSeries,"Action, Animation, Comedy",8.2,12419,2019
tt2348803,"Kuroko's Basketball",tvSeries,"Animation, Comedy, Sport",8.2,12263,2012
tt0816397,"Ouran High School Host Club",tvSeries,"Animation, Comedy, Romance",8.2,12095,2006
tt0346369,"Penn & Teller: Bullshit!",tvSeries,"Comedy, Documentary",8.2,11952,2003
tt1773185,"Puella Magi Madoka Magica",tvMiniSeries,"Action, Adventure, Animation",8.2,11843,2011
tt0052600,"Ballad of a Soldier",movie,"Drama, Romance, War",8.2,11563,1959
tt0071042,"The Rockford Files",tvSeries,"Crime, Drama, Mystery",8.2,11339,1974
tt0197159,"Home Movies",tvSeries,"Animation, Comedy, Drama",8.2,11267,1999
tt15026724,"Our Beloved Summer",tvSeries,"Drama, Romance",8.2,11090,2021
tt0058604,"I Am Cuba",movie,Drama,8.2,11058,1964
tt2432604,"Toast of London",tvSeries,Comedy,8.2,10983,2012
tt0081873,"Hill Street Blues",tvSeries,"Crime, Drama, Mystery",8.2,10898,1981
tt6112556,"Yuri!!! On Ice",tvMiniSeries,"Animation, Comedy, Drama",8.2,10799,2016
tt1178522,"Little Dorrit",tvMiniSeries,"Drama, Mystery, Romance",8.2,10711,2008
tt0076727,"Office Romance",movie,"Comedy, Drama, Romance",8.2,10644,1977
tt1138475,"The Guild",tvSeries,"Comedy, Short",8.2,10555,2007
tt0075404,"The Ascent",movie,"Drama, War",8.2,10504,1977
tt0843326,Bommarillu,movie,"Comedy, Drama, Romance",8.2,10278,2006
tt3153634,Hope,movie,Drama,8.2,10165,2013
tt0325980,"Pirates of the Caribbean: The Curse of the Black Pearl",movie,"Action, Adventure, Fantasy",8.1,1235077,2003
tt0434409,"V for Vendetta",movie,"Action, Drama, Sci-Fi",8.1,1194646,2005
tt1392190,"Mad Max: Fury Road",movie,"Action, Adventure, Sci-Fi",8.1,1135342,2015
tt0264464,"Catch Me If You Can",movie,"Biography, Crime, Drama",8.1,1125540,2002
tt1520211,"The Walking Dead",tvSeries,"Drama, Horror, Thriller",8.1,1110095,2010
tt2267998,"Gone Girl",movie,"Drama, Mystery, Thriller",8.1,1091689,2014
tt0198781,"Monsters, Inc.",movie,"Adventure, Animation, Comedy",8.1,1001526,2001
tt1201607,"Harry Potter and the Deathly Hallows: Part 2",movie,"Adventure, Family, Fantasy",8.1,968593,2011
tt0088247,"The Terminator",movie,"Action, Adventure, Sci-Fi",8.1,943275,1984
tt2278388,"The Grand Budapest Hotel",movie,"Adventure, Comedy, Crime",8.1,903997,2014
tt0898266,"The Big Bang Theory",tvSeries,"Comedy, Romance",8.1,887375,2007
tt0118715,"The Big Lebowski",movie,"Comedy, Crime",8.1,873805,1998
tt3315342,Logan,movie,"Action, Drama, Sci-Fi",8.1,864591,2017
tt0382932,Ratatouille,movie,"Adventure, Animation, Comedy",8.1,852363,2007
tt0083658,"Blade Runner",movie,"Action, Drama, Sci-Fi",8.1,836896,1982
tt2096673,"Inside Out",movie,"Adventure, Animation, Comedy",8.1,835817,2015
tt1205489,"Gran Torino",movie,Drama,8.1,825391,2008
tt0892769,"How to Train Your Dragon",movie,"Action, Adventure, Animation",8.1,818049,2010
tt2024544,"12 Years a Slave",movie,"Biography, Drama, History",8.1,751464,2013
tt0116282,Fargo,movie,"Crime, Thriller",8.1,738382,1996
tt0117951,Trainspotting,movie,Drama,8.1,736536,1996
tt0405159,"Million Dollar Baby",movie,"Drama, Sport",8.1,731878,2004
tt0073195,Jaws,movie,"Adventure, Drama, Thriller",8.1,677185,1975
tt0758758,"Into the Wild",movie,"Adventure, Biography, Drama",8.1,667106,2007
tt0075148,Rocky,movie,"Drama, Sport",8.1,642229,1976
tt0120735,"Lock, Stock and Two Smoking Barrels",movie,"Action, Comedy, Crime",8.1,624803,1998
tt2119532,"Hacksaw Ridge",movie,"Biography, Drama, History",8.1,613753,2016
tt5027774,"Three Billboards Outside Ebbing, Missouri",movie,"Comedy, Crime, Drama",8.1,566515,2017
tt0097165,"Dead Poets Society",movie,"Comedy, Drama",8.1,565283,1989
tt1979320,Rush,movie,"Action, Biography, Drama",8.1,522696,2013
tt1895587,Spotlight,movie,"Biography, Crime, Drama",8.1,509140,2015
tt1291584,Warrior,movie,"Action, Drama, Sport",8.1,504552,2011
tt1454029,"The Help",movie,Drama,8.1,501714,2011
tt1950186,"Ford v Ferrari",movie,"Action, Biography, Drama",8.1,498571,2019
tt0070047,"The Exorcist",movie,Horror,8.1,465779,1973
tt3170832,Room,movie,"Drama, Thriller",8.1,458785,2015
tt0092005,"Stand by Me",movie,"Adventure, Comedy, Drama",8.1,451893,1986
tt0091763,Platoon,movie,"Drama, War",8.1,446611,1986
tt0032138,"The Wizard of Oz",movie,"Adventure, Family, Fantasy",8.1,436006,1939
tt0096283,"My Neighbor Totoro",movie,"Animation, Comedy, Family",8.1,392438,1988
tt13443470,Wednesday,tvSeries,"Comedy, Crime, Fantasy",8.1,386651,2022
tt0081398,"Raging Bull",movie,"Biography, Drama, Sport",8.1,386466,1980
tt0395169,"Hotel Rwanda",movie,"Biography, Drama, History",8.1,377594,2004
tt0182576,"Family Guy",tvSeries,"Animation, Comedy",8.1,370021,1999
tt0077416,"The Deer Hunter",movie,"Drama, War",8.1,367991,1978
tt0071315,Chinatown,movie,"Drama, Mystery, Thriller",8.1,356772,1974
tt0112471,"Before Sunrise",movie,"Drama, Romance",8.1,348021,1995
tt1028532,"Hachi: A Dog's Tale",movie,"Biography, Drama, Family",8.1,318609,2009
tt0381681,"Before Sunset",movie,"Drama, Romance",8.1,294168,2004
tt0059742,"The Sound of Music",movie,"Biography, Drama, Family",8.1,266929,1965
tt0052618,Ben-Hur,movie,"Adventure, Drama",8.1,257305,1959
tt0050212,"The Bridge on the River Kwai",movie,"Adventure, Drama, War",8.1,236942,1957
tt0129167,"The Iron Giant",movie,"Action, Adventure, Animation",8.1,234949,1999
tt0353969,"Memories of Murder",movie,"Crime, Drama, Mystery",8.1,226293,2003
tt0452046,"Criminal Minds",tvSeries,"Crime, Drama, Mystery",8.1,225359,2005
tt3011894,"Wild Tales",movie,"Comedy, Drama, Thriller",8.1,221486,2014
tt2338151,PK,movie,"Comedy, Drama, Sci-Fi",8.1,205634,2014
tt0113247,"La haine",movie,"Crime, Drama",8.1,202909,1995
tt0050976,"The Seventh Seal",movie,"Drama, Fantasy",8.1,202516,1957
tt0165598,"That '70s Show",tvSeries,"Comedy, Drama, Romance",8.1,192102,1998
tt0061512,"Cool Hand Luke",movie,"Crime, Drama",8.1,191473,1967
tt0107207,"In the Name of the Father",movie,"Biography, Crime, Drama",8.1,190831,1993
tt0978762,"Mary and Max",movie,"Animation, Comedy, Drama",8.1,189812,2009
tt0072684,"Barry Lyndon",movie,"Adventure, Drama, War",8.1,187196,1975
tt0041959,"The Third Man",movie,"Film-Noir, Mystery, Thriller",8.1,185371,1949
tt4016934,"The Handmaiden",movie,"Drama, Romance, Thriller",8.1,179458,2016
tt1219024,Castle,tvSeries,"Comedy, Crime, Drama",8.1,177348,2009
tt0074958,Network,movie,Drama,8.1,173991,1976
tt0118694,"In the Mood for Love",movie,"Drama, Romance",8.1,171060,2000
tt11691774,"Only Murders in the Building",tvSeries,"Comedy, Crime, Drama",8.1,170309,2021
tt3205802,"How to Get Away with Murder",tvSeries,"Crime, Drama, Mystery",8.1,170280,2014
tt0047296,"On the Waterfront",movie,"Crime, Drama, Thriller",8.1,167981,1954
tt0032976,Rebecca,movie,"Drama, Mystery, Romance",8.1,149350,1940
tt7016936,"Killing Eve",tvSeries,"Action, Adventure, Drama",8.1,141584,2018
tt14688458,Silo,tvSeries,"Drama, Mystery, Sci-Fi",8.1,138525,2023
tt0203259,"Law & Order: Special Victims Unit",tvSeries,"Crime, Drama, Mystery",8.1,130509,1999
tt0053198,"The 400 Blows",movie,"Crime, Drama",8.1,129678,1959
tt0087884,"Paris, Texas",movie,Drama,8.1,124921,1984
tt0405508,"Rang De Basanti",movie,"Comedy, Crime, Drama",8.1,123277,2006
tt0031679,"Mr. Smith Goes to Washington",movie,"Comedy, Drama",8.1,123182,1939
tt2294189,"The Fall",tvSeries,"Crime, Drama, Thriller",8.1,122762,2013
tt0169102,"Lagaan: Once Upon a Time in India",movie,"Drama, Musical, Sport",8.1,122252,2001
tt0015864,"The Gold Rush",movie,"Adventure, Comedy, Drama",8.1,120574,1925
tt2188671,"Bates Motel",tvSeries,"Drama, Horror, Mystery",8.1,119329,2013
tt0050986,"Wild Strawberries",movie,"Drama, Romance",8.1,117132,1957
tt4301160,"Black Bird",tvMiniSeries,"Biography, Crime, Drama",8.1,114686,2022
tt0025316,"It Happened One Night",movie,"Comedy, Romance",8.1,114557,1934
tt8613070,"Portrait of a Lady on Fire",movie,"Drama, Romance",8.1,113885,2019
tt0092400,"Married... with Children",tvSeries,Comedy,8.1,112890,1987
tt0111495,"Three Colors: Red",movie,"Drama, Mystery, Romance",8.1,111764,1994
tt5323662,"A Silent Voice: The Movie",movie,"Animation, Drama",8.1,107469,2016
tt2879552,11.22.63,tvMiniSeries,"Drama, Mystery, Romance",8.1,103954,2016
tt0032551,"The Grapes of Wrath",movie,Drama,8.1,101691,1940
tt3863552,"Bajrangi Bhaijaan",movie,"Action, Adventure, Comedy",8.1,100705,2015
tt0017925,"The General",movie,"Action, Adventure, Comedy",8.1,99919,1926
tt5114356,Legion,tvSeries,"Action, Drama, Sci-Fi",8.1,98930,2017
tt0312172,Monk,tvSeries,"Comedy, Crime, Drama",8.1,95053,2002
tt0374887,"Munna Bhai M.B.B.S.",movie,"Comedy, Drama",8.1,90047,2003
tt11555492,Farha,movie,Drama,8.1,89872,2021
tt2082197,Barfi!,movie,"Comedy, Drama, Romance",8.1,88254,2012
tt0871510,"Chak De! India",movie,"Drama, Family, Sport",8.1,86060,2007
tt0056217,"The Man Who Shot Liberty Valance",movie,"Drama, Western",8.1,83962,1962
tt1280558,"A Wednesday",movie,"Action, Crime, Drama",8.1,83186,2008
tt0758790,"The Tudors",tvSeries,"Drama, History, Romance",8.1,82671,2007
tt10554232,"Dara of Jasenovac",movie,"Drama, War",8.1,81975,2020
tt7775622,"Free Solo",movie,"Adventure, Documentary, Sport",8.1,79496,2018
tt0292490,"Dil Chahta Hai",movie,"Comedy, Drama, Romance",8.1,76765,2001
tt7772588,"For All Mankind",tvSeries,"Drama, Sci-Fi",8.1,74145,2019
tt2545118,Blackfish,movie,"Documentary, Drama, Horror",8.1,73667,2013
tt0116231,"The Bandit",movie,"Crime, Drama, Thriller",8.1,73096,1996
tt0374455,"Stargate: Atlantis",tvSeries,"Action, Adventure, Drama",8.1,72723,2004
tt0106145,"Star Trek: Deep Space Nine",tvSeries,"Action, Adventure, Drama",8.1,72504,1993
tt0036868,"The Best Years of Our Lives",movie,"Drama, Romance, War",8.1,72073,1946
tt0046438,"Tokyo Story",movie,Drama,8.1,70589,1953
tt0046911,Diabolique,movie,"Crime, Drama, Horror",8.1,70416,1955
tt3322420,Queen,movie,"Adventure, Comedy, Drama",8.1,68998,2013
tt0020629,"All Quiet on the Western Front",movie,"Drama, War",8.1,68690,1930
tt0083922,"Fanny and Alexander",movie,Drama,8.1,68218,1982
tt0046268,"The Wages of Fear",movie,"Adventure, Drama, Thriller",8.1,68004,1953
tt8690918,"Resident Alien",tvSeries,"Comedy, Drama, Mystery",8.1,67393,2021
tt0058946,"The Battle of Algiers",movie,"Drama, War",8.1,67233,1966
tt0169858,"Neon Genesis Evangelion: The End of Evangelion",movie,"Action, Animation, Drama",8.1,67181,1997
tt1821480,Kahaani,movie,"Mystery, Thriller",8.1,66810,2012
tt2283748,"OMG: Oh My God!",movie,"Comedy, Drama, Fantasy",8.1,66748,2012
tt9680440,"Paatal Lok",tvSeries,"Crime, Drama, Thriller",8.1,66025,2020
tt12888462,"My Octopus Teacher",movie,"Documentary, Drama",8.1,65719,2020
tt5618256,Manhunt,tvSeries,"Biography, Crime, Drama",8.1,64778,2017
tt0019254,"The Passion of Joan of Arc",movie,"Biography, Drama, History",8.1,62306,1928
tt2930604,"Star Wars: Rebels",tvSeries,"Action, Adventure, Animation",8.1,60867,2014
tt0073707,Sholay,movie,"Action, Adventure, Comedy",8.1,59644,1975
tt0852863,"Phineas and Ferb",tvSeries,"Action, Adventure, Animation",8.1,59333,2007
tt1610527,Workaholics,tvSeries,Comedy,8.1,56948,2011
tt2235759,"The Great",tvSeries,"Biography, Comedy, Drama",8.1,56634,2020
tt4687880,Goliath,tvSeries,Drama,8.1,55638,2016
tt0018455,Sunrise,movie,"Drama, Romance",8.1,54499,1927
tt22014226,"Taaza Khabar",tvSeries,"Action, Comedy, Drama",8.1,54271,2023
tt3281796,Power,tvSeries,"Crime, Drama",8.1,53821,2014
tt0070510,"Paper Moon",movie,"Comedy, Crime, Drama",8.1,53574,1973
tt0050783,"Nights of Cabiria",movie,Drama,8.1,52627,1957
tt16283804,"One Day",tvMiniSeries,"Comedy, Drama, Romance",8.1,52152,2024
tt11016042,Ripley,tvMiniSeries,"Crime, Drama, Thriller",8.1,51668,2024
tt0074896,"The Message",movie,"Biography, Drama, History",8.1,51564,1976
tt2140203,"Wolf Children",movie,"Animation, Drama, Family",8.1,50753,2012
tt2887954,"Tokyo Vice",tvSeries,"Crime, Drama, Thriller",8.1,50005,2022
tt2991224,Tangerines,movie,"Drama, War",8.1,49686,2013
tt8634332,"The Righteous Gemstones",tvSeries,"Comedy, Drama",8.1,49081,2019
tt1639426,Udaan,movie,Drama,8.1,47887,2010
tt0105958,"Boy Meets World",tvSeries,"Comedy, Drama, Family",8.1,47232,1993
tt2805096,"Chicago P.D.",tvSeries,"Action, Crime, Drama",8.1,47039,2014
tt0035446,"To Be or Not to Be",movie,"Comedy, Romance, War",8.1,44529,1942
tt0348913,"Dead Like Me",tvSeries,"Comedy, Drama, Fantasy",8.1,44423,2003
tt2452242,Happy!,tvSeries,"Action, Comedy, Crime",8.1,43744,2017
tt0051808,"The Hidden Fortress",movie,"Action, Adventure, Drama",8.1,43114,1958
tt1615919,"Raising Hope",tvSeries,"Comedy, Family",8.1,41354,2010
tt3061046,"Steven Universe",tvSeries,"Action, Adventure, Animation",8.1,41254,2013
tt0040725,"The Red Shoes",movie,"Drama, Music, Romance",8.1,40206,1948
tt0043338,"Ace in the Hole",movie,"Drama, Film-Noir",8.1,39906,1951
tt8749198,"Daisy Jones & The Six",tvSeries,"Drama, Music, Romance",8.1,39780,2023
tt0028950,"The Grand Illusion",movie,"Drama, War",8.1,39455,1937
tt4934950,Talvar,movie,"Crime, Drama, Mystery",8.1,39063,2015
tt0077711,"Autumn Sonata",movie,"Drama, Music",8.1,38871,1978
tt2187153,Thuppakki,movie,"Action, Thriller",8.1,38839,2012
tt10324144,"Article 15",movie,"Crime, Drama, Mystery",8.1,37646,2019
tt14524712,Beckham,tvMiniSeries,"Biography, Documentary, Sport",8.1,37553,2023
tt0048021,Rififi,movie,"Crime, Drama, Thriller",8.1,37348,1955
tt0018773,"The Circus",movie,"Comedy, Family, Romance",8.1,36616,1928
tt0375611,Black,movie,Drama,8.1,36548,2005
tt0042041,"White Heat",movie,"Action, Crime, Drama",8.1,36492,1949
tt8108268,"The Tashkent Files",movie,"Drama, Mystery, Thriller",8.1,36227,2019
tt2616280,Derek,tvSeries,"Comedy, Drama",8.1,36096,2012
tt7768848,"Wild Wild Country",tvMiniSeries,"Crime, Documentary",8.1,36045,2018
tt0101640,"Raise the Red Lantern",movie,"Drama, Romance",8.1,35899,1991
tt0066763,Anand,movie,"Drama, Musical",8.1,35812,1971
